,Country,"Adolescent fertility rate (births per 1,000 women ages 15-19)","Age dependency ratio, old","Age dependency ratio, young","Birth rate, crude (per 1,000 people)","Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)","Cause of death, by injury (% of total)","Cause of death, by non-communicable diseases (% of total)",Current health expenditure (% of GDP),Current health expenditure per capita (current US$),"Current health expenditure per capita, PPP (current international $)","Death rate, crude (per 1,000 people)",Domestic general government health expenditure (% of GDP),Domestic general government health expenditure (% of current health expenditure),Domestic general government health expenditure (% of general government expenditure),Domestic general government health expenditure per capita (current US$),"Domestic general government health expenditure per capita, PPP (current international $)",Domestic private health expenditure (% of current health expenditure),Domestic private health expenditure per capita (current US$),"Domestic private health expenditure per capita, PPP  (current international $)","Fertility rate, total (births per woman)","GNI per capita, Atlas method (current US$)","Immunization, DPT (% of children ages 12-23 months)","Immunization, HepB3 (% of one-year-old children)","Immunization, Hib3 (% of children ages 12-23 months)","Immunization, Pol3 (% of one-year-old children)","Immunization, measles (% of children ages 12-23 months)","Incidence of tuberculosis (per 100,000 people)","Labor force, female (% of total labor force)","Labor force, total","Life expectancy at birth, female (years)","Life expectancy at birth, male (years)","Life expectancy at birth, total (years)","Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70 (%)","Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70, female (%)","Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70, male (%)","Mortality rate, infant (per 1,000 live births)","Mortality rate, neonatal (per 1,000 live births)","Mortality rate, under-5 (per 1,000)",Number of infant deaths,Number of neonatal deaths,Number of under-five deaths,Out-of-pocket expenditure (% of current health expenditure),Out-of-pocket expenditure per capita (current US$),"Out-of-pocket expenditure per capita, PPP (current international $)",Prevalence of anemia among children (% of children under 5),Prevalence of anemia among non-pregnant women (% of women ages 15-49),Prevalence of anemia among pregnant women (%),Prevalence of anemia among women of reproductive age (% of women ages 15-49),Prevalence of overweight (% of adults),"Prevalence of overweight, female (% of female adults)","Prevalence of overweight, male (% of male adults)",Sex ratio at birth (male births per female births),"Survival to age 65, female (% of cohort)","Survival to age 65, male (% of cohort)","Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)","Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)","Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)","Tuberculosis case detection rate (%, all forms)","Tuberculosis death rate (per 100,000 people)",Tuberculosis treatment success rate (% of new cases),"Unemployment, female (% of female labor force)","Unemployment, male (% of male labor force)","Unemployment, total (% of total labor force)",ISO-alpha3 code_x,Year,cases of visceral leishmaniasis,Status of endemicity of cutaneous leishmaniasis 2017,ISO-alpha3 code_y,Buruli cases 2016,ISO-alpha3 code_x,Cases of cholera 2016,Cholera deaths 2016,Unnamed: 0,Oncho Status 2018,ISO-alpha3 code_y,Oncho cases 2016,Trachoma Operations 2018,Trachoma Pop at Risk 2018,Country code_x,Population requiring PC for STH Pre-SAC,National coverage Pre-SAC,Population requiring PC for STH SAC,National coverage SAC,Country code_y,Population requiring PC for SCH annually,Reported number of SAC treated for Schisto,Age group,National coverage Schisto tmt
91,Iran (Islamic Republic of),25.7152,7.333443114930817,33.29118931275618,16.544,7.9,10.1,81.9,8.10277065,415.39119979,1563.75167829,4.513,4.41807148,54.52544156,22.59989396,226.49388588,852.64250747,45.43603343,188.73728442,710.50673539,1.661,5520.0,99.0,99.0,99.0,99.0,99.0,14.0,19.22891542637505,26923843.0,77.107,74.882,75.953,14.8,13.7,16.0,13.3,9.4,15.5,17786.0,12489.0,20765.0,38.79371681,161.14568568,606.63739763,28.2,30.3,34.1,30.5,61.6,65.4,57.7,1.052,88.42724,83.82932,1.0,0.1,1.9,80.0,1.0,86.0,20.6879997253418,10.46399974823,12.4300003051758,IRN,2016,No data,Endemic,IRN,,,,,,,,,0.0,0.0,,,,,,,,,,
92,Iraq,79.79899999999998,5.530486405603873,71.93979571249672,33.207,16.8,28.4,54.7,3.31216318,152.64254835,,5.02,0.69960952,21.1224352,1.69554666,32.24182336,,78.49973473,119.82399553,,4.37,5520.0,63.0,63.0,63.0,68.0,66.0,43.0,14.364085170525387,9184351.0,72.104,67.648,69.862,21.3,18.3,24.6,26.0,17.6,31.3,31648.0,21728.0,37805.0,78.48120423,119.79571011,,24.1,28.7,33.5,29.1,64.6,68.0,61.0,1.065,78.44164,68.65406999999999,0.4,0.1,0.7,46.0,3.0,93.0,12.5989999771118,7.33699989318848,8.0930004119873,IRQ,2016,183,Endemic,IRQ,,,3 5,0 0,,,,,0.0,0.0,EMR,674858,-,1495628,-,EMR,No PC required,-,-,-
93,Ireland,10.1352,20.9809274044315,33.53565831599545,13.4,5.1,4.3,90.6,7.37830423,4758.59431522,5299.65396729,6.4,5.31728824,72.06653551,19.65408076,3429.35406219,3819.27700851,27.93007577,1329.07899773,1480.19736851,1.81,53110.0,95.0,95.0,95.0,95.0,92.0,7.1,45.3235404701093,2313930.0,83.6,79.9,81.7048780487805,10.3,8.7,11.9,3.0,2.2,3.6,205.0,151.0,249.0,12.99058994,618.16947445,688.45631519,12.5,14.5,21.5,14.8,60.6,55.2,66.1,1.06,92.97185,88.55241,13.0,5.8,20.4,87.0,0.51,36.0,7.58300018310547,9.01599979400635,8.36600017547607,IRL,,,No autochthonous cases reported,IRL,,,,,,,,,,,,,,,,,,,,
94,Isle of Man,,,,,,,,,,,,,,,,,,,,,80340.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IMN,,,,,,,,,,,,,,,,,,,,,,,,
95,Israel,9.6814,18.91963411463536,46.030268094739846,21.2,10.0,4.1,85.8,7.31441124,2837.13963899,2843.0440065000007,5.2,4.571548,62.50056016,11.55982987,1773.22816693,1776.91842969,35.97019942,1020.5247859,1022.64859866,3.11,36460.0,94.0,95.0,94.0,94.0,97.0,3.5,47.17704304492254,3957145.0,84.2,80.7,82.40731707317074,9.6,7.5,11.8,2.9,2.0,3.7,488.0,340.0,611.0,22.972216,651.75384604,653.1102101,13.4,15.2,23.8,15.7,64.3,57.8,70.9,1.053,93.44568,89.09595999999998,3.8,1.4,6.4,87.0,0.18,79.0,4.94199991226196,4.669000148773192,4.7979998588562,ISR,2016,1,Endemic,ISR,,,,,,,,,,,,,,,,,,,,
96,Italy,6.1562,35.66021963834128,21.368793154651133,7.8,4.9,3.8,91.4,8.93549301,2738.70612439,3427.30646617,10.1,6.65374499,74.46421795,13.47361979,2039.35609742,2552.11695671,25.53578205,699.35002697,875.18950946,1.34,31810.0,94.0,94.0,94.0,94.0,89.0,7.3,41.97603705354321,25584166.0,85.6,81.0,83.24390243902437,9.5,7.2,12.0,2.9,2.0,3.4,1436.0,999.0,1703.0,23.10570502,632.79735852,791.90332227,13.3,17.1,24.6,17.3,58.5,51.5,65.3,1.063,94.29632,89.16277,7.5,2.8,12.5,87.0,0.57,,12.7829999923706,10.895999908447301,11.687999725341802,ITA,2016,49,Endemic,ITA,,,,,,,,,,,,,,,,,,,,
97,Jamaica,54.3564,14.063298524155394,34.01733919968613,16.629,11.2,8.7,80.0,6.0723917,296.24614827,535.66458325,6.98,3.67747593,60.56058491,12.84707816,179.40840016,324.40160476,38.283330600000006,113.41289233,205.07024331,2.009,4560.0,99.0,98.0,99.0,99.0,95.0,4.5,45.51267787239507,1487513.0,78.389,73.611,75.97,14.7,13.4,16.0,13.5,11.1,15.7,649.0,534.0,756.0,22.39644718,66.34861212,119.96983545,27.7,22.4,27.0,22.5,55.5,63.2,47.4,1.05,84.83326,77.21228,4.2,1.2,7.1,80.0,0.28,23.0,17.4570007324219,9.62899971008301,13.1920003890991,JAM,,,No autochthonous cases reported,JAM,,,,,,,,,,,AMR,92387,-,213504,-,,,,,
98,Japan,4.1582,43.908594577177716,21.381511728998305,7.8,12.7,4.8,82.4,10.92612327,4233.0332764,4592.42820832,10.5,9.13267407,83.58567665,23.38924133,3538.20950698,3838.61219268,16.41432335,694.82376942,753.81601564,1.44,37880.0,99.0,,99.0,99.0,96.0,16.0,43.11825709032564,66842064.0,87.14,80.98,83.9848780487805,8.4,5.7,11.2,1.9,0.9,2.7,2037.0,920.0,2798.0,13.45210907,569.43225333,617.77845156,13.2,21.2,34.1,21.5,27.2,21.8,32.5,1.056,94.14157,88.34979,8.0,2.9,13.5,87.0,2.3,70.0,2.8139998912811297,3.31699991226196,3.0999999046325697,JPN,,,No autochthonous cases reported,JPN,2,JPN,10,0,,,,,,,,,,,,,,,,
99,Jordan,23.285,6.26423285712182,59.2066587033407,26.469,10.7,10.9,78.4,5.46821058,223.53819879,494.75364627,3.828,3.45735318,63.22640898,11.95502811,141.33517579,312.81496382,31.07203319,69.45786332,153.73001718,3.378,3930.0,98.0,98.0,98.0,98.0,96.0,5.5,17.589471961619807,2413745.0,76.095,72.66,74.329,19.2,15.6,22.8,15.1,10.5,17.6,3673.0,2573.0,4250.0,27.98257749,62.55174969,138.44482244,31.1,34.5,37.1,34.7,69.6,72.2,67.0,1.054,84.58386,78.50713,0.7,0.2,1.3,80.0,0.27,89.0,24.2049999237061,13.3690004348755,15.2749996185303,JOR,2016,0,Endemic,JOR,,,,,,,,,,,EMR,No PC required,-,No PC required,-,,,,,
100,Kazakhstan,28.4158,10.402238947304367,41.67257506630284,22.52,4.5,9.5,86.0,3.52614962,262.0090142,858.76985003,7.37,2.07302569,58.79006615,9.39965497,154.0352728,504.87136301,40.03628261,104.89866941,343.8195242,2.73,8800.0,82.0,82.0,82.0,82.0,99.0,72.0,48.53305855631074,9172043.0,76.6,68.1,72.3,26.8,18.5,36.8,9.7,5.3,10.9,3715.0,2027.0,4178.0,35.56086753,93.17267845,305.38600874,29.3,30.7,30.4,30.7,53.6,52.6,54.3,1.06,81.30145999999998,58.61841,7.7,2.4,13.6,96.0,2.6,88.0,5.580999851226809,4.375,4.96000003814697,KAZ,2016,0,Endemic,KAZ,,,,,,,,,,,,,,,,,,,,
101,Kenya,81.7916,4.659839027470175,72.38549395628434,31.309,63.3,9.6,27.1,4.54957525,66.20980967,143.54423755,5.732,1.64588184,36.17660447,6.06159943,23.95246096,51.92943105,44.36542302,29.37426214,63.68400821,3.852,1360.0,89.0,89.0,90.0,88.0,96.0,348.0,48.5287968933914,19226883.0,69.44,64.638,67.032,13.4,13.0,13.9,34.3,21.3,47.1,51524.0,32357.0,70401.0,27.71331783,18.34893499,39.78087077,41.1,26.2,38.2,27.2,25.5,34.3,16.1,1.03,72.37725,62.74761,3.4,0.9,5.8,45.0,60.0,81.0,9.5649995803833,9.68900012969971,9.62899971008301,KEN,2016,692,Endemic,KEN,,KEN,5866,80,20.0,Thought not requiring PC,KEN,No PC required,3330.0,3269994.0,AFR,2822015,0.5405,6361105,0.7122,AFR,2669063,557713,SAC and Adults,0.2355
102,Kiribati,17.1684,6.186387919676855,56.72568806011206,28.224,28.7,7.0,64.4,11.85986702,188.04908791,249.84131429,6.9860000000000015,7.29220328,79.61717288,5.54298318,115.62458269,153.61838774,3.33573064,4.84433759,6.43616879,3.651,3190.0,81.0,81.0,81.0,82.0,80.0,566.0,,,69.627,63.017,66.317,28.4,22.9,34.4,43.8,23.4,56.2,140.0,76.0,179.0,0.09287203,0.174645,0.23203270000000004,39.1,25.3,36.0,26.1,78.7,80.9,76.6,1.062,74.15347,61.42835,0.4,0.1,0.8,80.0,29.0,90.0,,,,KIR,,,No autochthonous cases reported,KIR,,KIR,,,,,,,12.0,121374.0,WPR,13521,-,19773,-,,,,,
103,Democratic People's Republic of Korea,0.2864,13.884671327540332,30.03572512518523,13.834,9.5,7.0,83.6,,,,8.844,,,,,,,,,1.91,,96.0,96.0,96.0,99.0,99.0,513.0,47.67312761069327,16149446.0,75.071,68.055,71.685,25.6,17.6,34.4,15.1,10.5,20.0,5280.0,3694.0,6988.0,,,,31.3,32.3,38.1,32.5,32.4,30.7,33.9,1.05,82.04645,69.91719,3.9,1.2,6.7,87.0,43.0,,3.08999991416931,3.7720000743866,3.4470000267028795,PRK,,,No autochthonous cases reported,PRK,,,,,,,,,,,SEAR,2034020,0.9956,3520938,0.9902,,,,,
104,Republic of Korea,1.6676,18.428009639655183,18.721598620220913,7.9,10.1,10.0,79.8,7.33752488,2043.86063994,2711.738257,5.5,4.34050531,59.15489723,13.45279736,1209.04366114,1604.12597916,40.84510277,834.81697879,1107.61227784,1.172,27690.0,98.0,98.0,97.0,98.0,98.0,77.0,41.89107758432565,27723770.0,85.4,79.3,82.27560975609758,7.8,4.7,10.9,2.9,1.6,3.4,1304.0,713.0,1525.0,33.31032766,680.81667604,903.28889863,12.3,22.6,25.8,22.7,30.3,26.4,34.0,1.07,94.31977,86.96896,10.2,3.9,16.7,94.0,5.0,84.0,3.5840001106262203,3.7829999923706095,3.70000004768372,KOR,,,No autochthonous cases reported,KOR,,,4,0,,,,,,,,,,,,,,,,
105,Kosovo,,,,16.8,,,,,,,7.0,,,,,,,,,2.06,3880.0,,,,,,,,,73.9,69.5,71.64634146341464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,Kuwait,9.3952,2.8567998052593144,27.30603235590176,16.416,14.8,12.8,72.4,3.903945,1068.32321339,2899.26023773,2.739,3.27496898,83.88870693,6.20634497,896.20252956,2432.15192401,16.11129307,172.12068383,467.10831373,1.97,35910.0,99.0,99.0,99.0,99.0,99.0,24.0,32.01042710427578,2324327.0,75.993,73.79899999999998,74.694,17.4,14.7,19.1,7.2,4.5,8.4,467.0,290.0,543.0,16.11129307,172.12068383,467.10831373,25.3,23.5,31.2,23.8,73.4,75.1,72.4,1.045,88.33336,83.93836,0.0,0.0,0.0,87.0,0.35,87.0,5.026000022888179,0.8100000023841859,2.16000008583069,KWT,,,Endemic,KWT,,,,,,,,,,,,,,,,,,,,
107,Kyrgyzstan,38.812,6.792987503260704,49.14372673742022,26.0,9.6,7.7,82.7,6.62528772,72.87788481,240.22661084,5.5,2.5908803,39.10592876,6.60058698,28.49957372,93.94284731,57.59739171,41.97576078,138.36426204,3.1,1110.0,96.0,96.0,96.0,97.0,97.0,144.0,40.13058729200343,2565487.0,75.1,67.0,70.95121951219512,24.9,17.3,33.4,18.8,11.3,21.1,2838.0,1705.0,3181.0,57.58837624,41.9691905,138.34260447,38.3,35.9,39.8,36.2,48.3,48.8,47.4,1.058,82.10125,63.95578,6.2,1.7,11.0,82.0,7.5,82.0,8.74300003051758,6.18200016021729,7.21000003814697,KGZ,2016,No data,Endemic,KGZ,,,,,,,,,,,EUR,39396,-,74229,1,,,,,
108,Lao People's Democratic Republic,63.2928,6.301557291696963,52.995852263802995,23.85,31.4,8.9,59.6,2.36087478,55.21359284,154.62945928,6.6629999999999985,0.76494844,32.40105931,3.73811605,17.88978896,50.10158282,49.47958119,27.3194545,76.51000886,2.698,2120.0,82.0,82.0,82.0,83.0,76.0,175.0,49.77914883684307,3568693.0,68.208,65.131,66.683,27.0,24.9,29.3,50.1,28.9,65.6,8046.0,4665.0,10592.0,46.44212159,25.64236392,71.8132015,43.8,39.3,45.7,39.7,25.4,27.9,22.5,1.05,71.80154,65.01065,10.4,3.3,17.6,42.0,43.0,86.0,0.5989999771118161,0.694999992847443,0.647000014781952,LAO,,,No autochthonous cases reported,LAO,,,,,,,,,6.0,0.0,WPR,577391,0.0195,1272703,0.9463,WPR,96217,23685,SAC and Adults,0.804
109,Latvia,13.8282,29.931642305730534,23.363733653764914,11.2,2.7,5.4,91.8,6.24292955,874.20357724,1589.69204471,14.6,3.41067308,54.63257359,9.18414876,477.59991268,868.48967621,45.36742641,396.60366456,721.2023684999998,1.74,14580.0,98.0,98.0,98.0,98.0,93.0,37.0,50.10677405539165,1008672.0,79.6,69.8,74.58048780487805,21.9,13.4,32.0,3.9,2.4,4.6,78.0,47.0,92.0,44.55706595,389.51946445,708.32013276,26.1,25.1,25.4,25.1,57.8,54.9,60.9,1.057,86.65689,66.2759,12.9,5.7,21.7,87.0,3.7,85.0,8.39999961853027,10.8909997940063,9.64299964904785,LVA,,,No autochthonous cases reported,LVA,,,,,,,,,,,,,,,,,,,,
110,Lebanon,12.1762,12.214167800231278,34.60132142496182,15.47,3.6,5.8,90.6,8.01673185,662.12705762,1147.37477362,4.62,4.17931965,52.13246159,14.33259002,345.183134,598.15471317,47.0275268,311.38197946,539.58197914,1.719,7250.0,79.0,78.0,79.0,80.0,79.0,12.0,24.53192751628993,2412073.0,81.444,77.97800000000002,79.584,17.9,15.2,20.3,6.9,4.7,8.1,602.0,414.0,692.0,32.13697136,212.78758288,368.7315024,25.0,31.1,35.2,31.2,67.9,69.1,66.9,1.05,91.29785,87.53665,1.5,0.3,2.7,87.0,1.0,85.0,10.128000259399402,5.00699996948242,6.263000011444089,LBN,2016,0,Endemic,LBN,,,,,,,,,,,EMR,No PC required,-,No PC required,-,,,,,
111,Lesotho,89.7126,7.460866519606505,59.22703443489213,27.872,59.3,8.3,32.3,8.0765782,85.51857328,242.72999969,12.702,5.15338674,63.80656033,10.89962413,54.56646005,154.87766369,18.88564153,16.15073119,45.84111762,3.094,1360.0,93.0,93.0,93.0,90.0,90.0,724.0,46.85915731654896,890987.0,56.37,51.74,54.174,26.6,25.2,28.7,68.4,38.7,88.9,4146.0,2374.0,5377.0,18.88564153,16.15073119,45.84111762,50.4,27.0,33.2,27.4,38.7,53.7,21.1,1.03,43.95579,33.76897,5.0,1.3,8.9,46.0,51.0,77.0,27.7119998931885,21.037000656127894,24.1650009155273,LSO,,,No autochthonous cases reported,LSO,,,,,,,,,,,AFR,109078,0.7892,278495,0.8103,,,,,
112,Liberia,128.7644,5.541639107594856,76.77704339917831,34.318000000000005,58.5,10.0,31.4,9.61511081,68.31283566,133.14859723,7.888,1.36978506,14.24616861,3.86083871,9.7319629,18.96857589,55.31104724,37.78454925,73.64589218,4.581,620.0,79.0,79.0,79.0,79.0,80.0,308.0,48.49421310026225,1492077.0,63.481,61.524,62.505,17.6,17.7,17.5,57.6,25.7,77.4,9000.0,4080.0,12000.0,47.2615094,32.28567725,62.9280368,68.6,34.4,37.7,34.7,30.9,38.3,23.2,1.054,65.20251999999999,59.74286,5.8,1.6,9.9,50.0,60.0,77.0,2.1689999103546103,2.13299989700317,2.15000009536743,LBR,,,No autochthonous cases reported,LBR,,LBR,,,21.0,Endemic,LBR,2911626,,,AFR,265522,1,495643,0.9422,AFR,1198460,185571,SAC,0.1548
113,Libya,5.7288,6.493042252436725,42.27143281387772,19.672,8.0,20.1,71.9,,,,5.207999999999998,,,0.0,,,,,,2.274,4560.0,97.0,97.0,97.0,97.0,97.0,40.0,25.005094837340184,2453464.0,74.941,69.165,71.934,20.1,15.9,24.4,11.0,6.8,12.8,1385.0,847.0,1625.0,,,,28.8,32.3,38.0,32.5,66.8,70.0,63.4,1.06,83.35965,72.32795,0.0,0.0,0.1,45.0,9.8,59.0,23.1399993896484,13.937999725341802,16.2390003204346,LBY,2016,10,Endemic,LBY,,,,,,,,,,,,,,,,EMR,No PC required,-,-,-
114,Liechtenstein,,,,10.0,,,,,,,7.2,,,,,,,,,1.61,,,,,,,,,,84.0,80.6,82.25853658536586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LIE,,,,,,,,,,,,,,,,,,,,,,,,
115,Lithuania,11.392,28.35192988511596,22.10420188873333,10.7,3.6,6.6,89.8,6.67158258,987.94931374,1978.26935572,14.3,4.37671608,65.58774059999999,12.79544739,648.11813363,1297.79152109,33.40584648,330.10642954,661.00499753,1.69,14800.0,94.0,95.0,94.0,94.0,94.0,53.0,50.59608292223778,1481002.0,80.1,69.5,74.67073170731706,20.7,12.4,30.6,3.8,2.2,4.7,119.0,69.0,148.0,32.33962157,319.49906939999994,639.76482335,25.5,25.5,25.6,25.5,59.6,56.5,62.6,1.052,86.67819,64.72506,15.0,6.9,24.9,87.0,6.0,84.0,6.65199995040894,9.10099983215332,7.861999988555911,LTU,,,No autochthonous cases reported,LTU,,,,,,,,,,,,,,,,,,,,
116,Luxembourg,5.4384,20.376469540214238,23.6428018202379,10.4,4.9,6.7,88.4,6.16378558,6271.43758791,6374.20353899,6.8,5.0053058,81.21559599999998,11.88073981,5092.72467819,5176.17583078,17.63001988,1105.51226315,1123.62757045,1.41,71200.0,99.0,94.0,99.0,99.0,99.0,5.8,45.04693645226384,281977.0,85.4,80.1,82.68536585365854,10.0,7.7,12.2,2.1,1.7,2.6,14.0,11.0,17.0,11.23414986,704.54269707,716.08757802,12.6,15.9,23.3,16.1,58.7,50.6,66.8,1.046,92.51421,87.40733,13.0,6.3,19.7,87.0,0.18,,6.63100004196167,6.011000156402591,6.29099988937378,LUX,,,No autochthonous cases reported,LUX,,,,,,,,,,,,,,,,,,,,
117,"China, Macao Special Administrative Region",2.625,11.760104738759615,16.410187768487187,12.146,,,,,,,3.806,,,,,,,,,1.311,65190.0,,,,,,67.0,49.076731953585494,378330.0,86.77600000000002,80.866,83.84899999999998,,,,,,,,,,,,,,,,,,,,1.05,95.88673,90.17064,,,,87.0,5.5,82.0,1.49399995803833,2.29099988937378,1.89999997615814,MAC,,,,,,,,,,,,,,,,,,,,,,,,
118,Madagascar,111.6784,5.15489701473615,73.96453152717164,33.145,46.2,10.6,43.2,6.00363747,24.11914971,90.42908953,6.3279999999999985,2.8609236,47.65317046,17.828942899999994,11.49353953,43.09232818,27.28348,6.58054339,24.67220256,4.184,400.0,77.0,77.0,77.0,75.0,58.0,237.0,48.8149790861896,12630410.0,67.506,64.37100000000001,65.932,22.9,21.5,24.5,33.7,18.9,45.9,27472.0,15594.0,36946.0,22.35844296,5.39266633,20.2185364,48.8,37.0,35.6,36.8,23.9,29.6,17.7,1.03,70.27264,63.14804,1.9,0.5,3.4,50.0,53.0,84.0,1.81599998474121,1.69799995422363,1.75499999523163,MDG,,,No autochthonous cases reported,MDG,,,,,,,,,,,AFR,2441701,1,4196671,0.4527,AFR,9396477,4403875,SAC,0.4687
119,Malawi,141.007,5.6903129031660695,83.96351432504433,36.704,59.7,8.6,31.7,9.83034233,29.58739886,115.15690197,7.276,2.75722454,28.04810302,9.8298855,8.29870411,32.2993265,18.19533092,5.38352513,20.95317939,4.5710000000000015,340.0,84.0,84.0,84.0,83.0,81.0,159.0,48.156159571898314,7406091.0,65.76100000000001,60.575,63.223,16.4,14.5,18.8,40.2,23.3,58.4,26347.0,15531.0,37807.0,11.38812086,3.36944874,13.11420718,59.2,33.6,41.8,34.4,23.4,31.5,14.8,1.03,66.61109,53.62021,3.7,1.0,6.4,54.0,16.0,82.0,6.69600009918213,4.79699993133545,5.71199989318848,MWI,,,Endemic,MWI,,MWI,1792,46,22.0,Endemic,MWI,2284986,205.0,1651221.0,AFR,3041297,0.9151,4509844,0.7496,AFR,7605451,3384796,SAC,0.445
120,Malaysia,13.361,8.767821152717282,35.52771002117115,17.052,17.5,8.9,73.6,3.80219497,361.52197369,1052.5475800000004,4.93,1.91902636,50.47154022,8.22692769,182.46570853,531.23697569,49.50778982,178.98153907,521.0930442,2.037,10030.0,95.0,98.0,95.0,98.0,93.0,92.0,37.97379558215783,14882605.0,77.7,73.161,75.3,17.2,14.0,20.1,6.6,4.1,7.7,3480.0,2190.0,4048.0,37.59584563,135.91724315,395.71416337,30.8,24.4,37.1,24.9,42.5,43.0,42.0,1.06,86.1928,76.53742,0.9,0.3,1.6,87.0,4.2,80.0,3.93099999427795,3.13899993896484,3.4400000572204603,MYS,,,No autochthonous cases reported,MYS,,MYS,,,,,,,,,WPR,No PC required,-,No PC required,-,,,,,
121,Maldives,6.4954,5.6614341642071295,32.33761974827107,18.27,8.0,7.6,84.4,10.61083995,1047.8439321,1628.54287872,3.339,7.69919438,72.55970213,20.15013102,760.31248702,1181.66594129,26.98676123,282.77915906,439.49100781,2.093,8140.0,99.0,99.0,99.0,99.0,99.0,49.0,27.258463732852288,238370.0,78.484,76.405,77.339,13.4,10.3,16.2,7.1,4.7,8.3,55.0,36.0,65.0,19.10066521,200.14516143,311.06252313,39.0,42.4,46.9,42.6,30.6,34.2,26.9,1.074,88.92860999999998,85.35197,2.7,0.6,4.8,80.0,3.5,83.0,5.5479998588562,6.33400011062622,6.119999885559079,MDV,,,No autochthonous cases reported,MDV,,,,,,,,,,,,,,,,,,,,
122,Mali,171.0826,5.0875155618980585,96.37252744960705,42.63399999999999,60.6,8.9,30.5,3.81961944,29.7866224,81.18253226,10.32,1.20695298,31.59877558,5.42882503,9.41220796,25.65268618,36.22820799,10.79115952,29.41097664,6.057,780.0,66.0,66.0,66.0,62.0,61.0,56.0,43.766508481664324,6657184.0,58.674,57.249,57.966,24.6,26.2,22.6,67.4,36.1,109.6,50871.0,27781.0,81616.0,35.28017232,10.50877171,28.64133727,83.4,50.3,58.4,51.3,28.1,35.1,20.3,1.05,58.10491,55.11026,1.3,0.3,2.2,68.0,7.9,77.0,11.4350004196167,8.40299987792969,9.72999954223633,MLI,,,Endemic,MLI,,,,,23.0,Endemic,MLI,5528833,1648.0,0.0,AFR,No PC required,-,No PC required,-,AFR,5227804,2926955,SAC,0.5599
123,Malta,16.8016,28.41356133241079,21.61642120523212,9.8,6.4,3.2,90.5,9.29531092,2327.78190367,3511.13645593,7.3,5.86634892,63.11090573,15.82052367,1469.08274071,2215.90775302,36.88909427,858.69678298,1295.22511303,1.37,23550.0,97.0,97.0,97.0,97.0,93.0,13.0,38.831500558753646,212974.0,84.4,80.6,82.45365853658538,10.8,8.0,13.6,5.7,4.5,6.5,24.0,19.0,27.0,34.77524736,809.49191498,1221.00638766,13.3,16.2,25.1,16.4,66.4,59.6,73.0,1.06,92.62709,89.03706,8.1,2.9,13.2,87.0,0.46,,5.20800018310547,4.38100004196167,4.7020001411438,MLT,2016,0,Endemic,MLT,,,,,,,,,,,,,,,,,,,,
124,Marshall Islands,,,,,,,,23.28730052,851.3429126,934.44488062,,12.25889691,52.64198122,20.68022609,448.16379603,491.91032037,11.97502333,101.94851694,111.89999744,,4250.0,71.0,73.0,58.0,69.0,75.0,422.0,,,,,,,,,28.7,16.2,34.9,35.0,20.0,44.0,9.00450963,76.65925451,84.14217922,36.1,25.9,36.3,26.6,83.5,84.9,82.1,,,,,,,80.0,46.0,81.0,,,,MHL,,,No autochthonous cases reported,MHL,,,,,,,,,,,WPR,6087,-,13507,-,,,,,
125,Mauritania,80.5032,5.491843708517384,70.63489713368602,34.155,53.4,9.4,37.2,4.2410152000000005,46.77139384,163.91744893,7.88,1.55438939,36.65135164,5.53024312,17.14234802,60.0779606,55.13705723,25.78837019,90.37925763,4.674,1160.0,74.0,74.0,74.0,73.0,72.0,102.0,31.263355593741608,1151671.0,64.745,61.737,63.238,18.1,18.0,18.3,54.5,34.5,81.5,7865.0,5061.0,11616.0,50.90309443,23.80808677,83.43905382,67.9,36.5,44.6,37.2,34.4,42.3,26.0,1.05,68.39798,61.56919,0.0,0.0,0.1,54.0,21.0,70.0,12.954000473022498,9.206000328063961,10.378000259399402,MRT,2016,No data,Endemic,MRT,,,,,,,,,59.0,0.0,AFR,No PC required,-,No PC required,-,AFR,855084,273735,SAC,0.3201
